customer_id,first_name,last_name,email,phone,registration_date,customer_segment,is_active,lifetime_value
CUST000103,FirstName103,LastName103,customer103@email.com,555-949-6276,2022-04-23,,false,4782.1
CUST000104,FirstName104,LastName104,customer.104@email.com,(555) 654-3098,2020-01-07,VIP,Y,2290.99
CUST000105,FirstName105,LastName105,,5555009246,2020-08-05,Premium,True,7040.22
CUST000106,FirstName106,LastName106,customer106@gmail.com,+1-555-992-1722,2020-03-10,Basic,true,1223.39
CUST000107,FirstName107,LastName107,,+1-555-904-5204,2020-06-09,Basic,1,4024.94
CUST000108,FirstName108,LastName108,Customer108@Email.com,+1-555-775-6764,2020-06-22,Standard,N,4325.08
CUST000109,FirstName109,LastName109,customer109@gmail.com,,2020-03-28,VIP,true,5152.33
CUST000110,FirstName110,LastName110,customer.110@email.com,555-785-6079,2023-08-02,Premium,N,9352.77
CUST000111,FirstName111,LastName111,customer.111@email.com,5558869413,2021-04-06,Premium,N,6570.13
CUST000112,FirstName112,LastName112,customer.112@email.com,555-400-5736,2021-09-05,VIP,1,1597.99
CUST000113,FirstName113,LastName113,,+1-555-239-5227,2023-07-10,VIP,1,2049.43
CUST000114,FirstName114,LastName114,customer114@gmail.com,555-218-9313,2023-07-22,,N,6545.04
CUST000115,FirstName115,LastName115,customer.115@email.com,5555809912,2020-12-31,,false,4136.03
CUST000116,FirstName116,LastName116,Customer116@Email.com,5551845735,2021-09-02,,False,2459.07
CUST000117,FirstName117,LastName117,customer117@email.com,,2022-06-05,,False,5287.73
CUST000118,FirstName118,LastName118,Customer118@Email.com,,2021-11-08,,true,8789.34
CUST000119,FirstName119,LastName119,,,2022-06-13,,false,7669.46
CUST000120,FirstName120,LastName120,customer.120@email.com,555-451-3090,2023-03-18,,0,5802.36
CUST000121,FirstName121,LastName121,Customer121@Email.com,,2023-05-01,Basic,0,2374.94
CUST000122,FirstName122,LastName122,customer122@email.com,,2020-06-13,,true,5574.02
CUST000123,FirstName123,LastName123,customer123@email.com,5558443944,2022-11-25,,1,5573.13
CUST000124,FirstName124,LastName124,customer.124@email.com,5558767041,2020-06-02,Premium,N,3872.65
CUST000125,FirstName125,LastName125,customer125@gmail.com,+1-555-633-3898,2021-11-30,Premium,False,8114.42
CUST000126,FirstName126,LastName126,customer126@email.com,,2022-05-02,Premium,False,5736.98
CUST000127,FirstName127,LastName127,customer127@gmail.com,,2021-07-12,Basic,Y,9527.96
CUST000128,FirstName128,LastName128,Customer128@Email.com,555-475-1675,2020-09-26,Basic,0,4257.91
CUST000129,FirstName129,LastName129,customer129@email.com,+1-555-407-9595,2021-09-02,VIP,False,3044.95
CUST000130,FirstName130,LastName130,,555-374-8914,2021-03-20,,1,5161.74
CUST000131,FirstName131,LastName131,customer.131@email.com,5558835581,2021-01-07,VIP,N,2820.81
CUST000132,FirstName132,LastName132,customer132@email.com,(555) 700-6132,2020-08-21,Basic,Y,4916.45
CUST000133,FirstName133,LastName133,customer133@email.com,,2022-06-24,Premium,false,8554.5
CUST000134,FirstName134,LastName134,customer134@email.com,5557528259,2020-03-27,Premium,Y,6799.67
CUST000135,FirstName135,LastName135,customer135@gmail.com,,2021-04-06,Standard,False,8117.83
CUST000136,FirstName136,LastName136,customer136@email.com,(555) 429-5248,2021-05-07,Premium,True,5687.16
CUST000137,FirstName137,LastName137,customer137@email.com,,2020-01-19,Premium,false,4369.07
CUST000138,FirstName138,LastName138,customer.138@email.com,(555) 662-1900,2023-09-03,Standard,1,6026.45
CUST000139,FirstName139,LastName139,Customer139@Email.com,,2023-07-20,,false,5413.03
CUST000140,FirstName140,LastName140,customer140@email.com,555-323-1048,2022-03-23,,False,7613.7
CUST000141,FirstName141,LastName141,Customer141@Email.com,5558149623,2021-05-21,Standard,true,7607.52
CUST000142,FirstName142,LastName142,,555-361-2720,2020-06-02,,false,6968.22
CUST000143,FirstName143,LastName143,,+1-555-395-9390,2021-11-28,,1,7457.09
CUST000144,FirstName144,LastName144,Customer144@Email.com,,2020-05-30,Premium,1,9923.35
CUST000145,FirstName145,LastName145,,(555) 579-9303,2020-08-24,,true,877.37
CUST000146,FirstName146,LastName146,customer146@email.com,+1-555-573-7682,2020-05-09,,false,8789.35
CUST000147,FirstName147,LastName147,customer147@email.com,,2021-01-19,,False,5317.36
CUST000148,FirstName148,LastName148,,,2022-08-28,,True,4789.76
CUST000149,FirstName149,LastName149,customer149@email.com,(555) 996-1091,2021-01-28,VIP,Y,4392.53
CUST000150,FirstName150,LastName150,,+1-555-630-5485,2020-09-15,Premium,false,2334.15
CUST000151,FirstName151,LastName151,,,2023-08-24,Basic,Y,2702.96
CUST000152,FirstName152,LastName152,Customer152@Email.com,555-275-6978,2023-08-21,,False,3523.83
CUST000153,FirstName153,LastName153,,+1-555-661-3153,2023-05-26,Basic,true,7142.19
CUST000154,FirstName154,LastName154,customer.154@email.com,,2021-03-07,Standard,0,554.47
CUST000155,FirstName155,LastName155,customer.155@email.com,+1-555-747-1349,2023-05-08,Basic,0,8473.07
CUST000156,FirstName156,LastName156,,(555) 325-2302,2023-09-24,,N,6544.02
CUST000157,FirstName157,LastName157,,+1-555-248-2373,2023-08-13,,false,4544.53
CUST000158,FirstName158,LastName158,,,2023-04-11,,0,202.61
CUST000159,FirstName159,LastName159,Customer159@Email.com,,2020-02-10,VIP,false,688.73
CUST000160,FirstName160,LastName160,customer160@gmail.com,,2020-02-22,VIP,N,6993.22
CUST000161,FirstName161,LastName161,Customer161@Email.com,(555) 127-7127,2021-08-01,Standard,0,8149.78
CUST000162,FirstName162,LastName162,,5557815156,2021-07-26,VIP,N,438.62
CUST000163,FirstName163,LastName163,customer163@gmail.com,+1-555-515-8984,2021-08-04,Standard,True,5534.83
CUST000164,FirstName164,LastName164,,,2022-05-20,,1,2523.77
CUST000165,FirstName165,LastName165,,555-613-4432,2023-06-24,VIP,1,6241.21
CUST000166,FirstName166,LastName166,customer166@gmail.com,5556144883,2023-07-14,Standard,True,2048.14
CUST000167,FirstName167,LastName167,Customer167@Email.com,5554917140,2023-10-13,,0,9643.86
CUST000168,FirstName168,LastName168,,5554153499,2020-01-18,Basic,Y,717.52
CUST000169,FirstName169,LastName169,customer169@email.com,+1-555-548-5032,2020-05-10,Standard,Y,1414.1
CUST000170,FirstName170,LastName170,,,2022-02-08,VIP,false,3122.71
CUST000171,FirstName171,LastName171,customer171@email.com,5558384612,2021-02-04,VIP,0,9578.7
CUST000172,FirstName172,LastName172,customer.172@email.com,555-460-4579,2022-11-29,Basic,N,3474.41
CUST000173,FirstName173,LastName173,Customer173@Email.com,5554786442,2022-10-03,Basic,true,7650.16
CUST000174,FirstName174,LastName174,Customer174@Email.com,555-889-3786,2020-12-29,Premium,0,7447.3
CUST000175,FirstName175,LastName175,,5551498532,2022-07-12,Basic,false,7533.2
CUST000176,FirstName176,LastName176,customer176@email.com,,2022-12-05,VIP,false,6130.25
CUST000177,FirstName177,LastName177,,,2021-10-25,VIP,False,5582.38
CUST000178,FirstName178,LastName178,,,2023-09-22,Basic,true,1010.44
CUST000179,FirstName179,LastName179,customer179@gmail.com,(555) 451-9098,2021-12-29,VIP,True,9020.65
CUST000180,FirstName180,LastName180,,,2022-05-06,Standard,1,966.43
CUST000181,FirstName181,LastName181,customer181@email.com,,2020-06-20,,0,9504.3
CUST000182,FirstName182,LastName182,Customer182@Email.com,+1-555-873-2605,2021-08-24,Premium,False,5317.93
CUST000183,FirstName183,LastName183,customer183@email.com,5554855918,2021-05-08,Standard,true,4565.35
CUST000184,FirstName184,LastName184,Customer184@Email.com,5551334465,2022-12-25,,True,8673.86
CUST000185,FirstName185,LastName185,customer185@gmail.com,,2021-03-27,,False,4400.19
CUST000186,FirstName186,LastName186,Customer186@Email.com,(555) 857-7106,2023-01-17,Standard,true,9453.69
CUST000187,FirstName187,LastName187,,+1-555-106-8928,2023-01-02,Standard,false,9570.42
CUST000188,FirstName188,LastName188,customer.188@email.com,(555) 277-6171,2022-10-17,,N,7602.66
CUST000189,FirstName189,LastName189,Customer189@Email.com,,2021-05-30,,N,969.67
CUST000190,FirstName190,LastName190,,,2021-03-08,VIP,Y,681.24
CUST000191,FirstName191,LastName191,customer191@email.com,,2022-01-28,VIP,true,2603.67
CUST000192,FirstName192,LastName192,customer192@email.com,5556144679,2023-05-27,Premium,1,490.81
CUST000193,FirstName193,LastName193,,,2021-07-15,Premium,N,4100.75
CUST000194,FirstName194,LastName194,customer194@gmail.com,+1-555-136-1381,2020-03-05,Standard,Y,1661.81
CUST000195,FirstName195,LastName195,customer195@email.com,,2022-10-11,Standard,0,3253.42
CUST000196,FirstName196,LastName196,,,2023-06-28,Premium,Y,3045.58
CUST000197,FirstName197,LastName197,Customer197@Email.com,,2021-06-10,,N,9254.36
CUST000198,FirstName198,LastName198,,,2023-02-26,VIP,True,5961.83
CUST000199,FirstName199,LastName199,customer199@gmail.com,5552003154,2020-02-26,Standard,N,2352.89
CUST000200,FirstName200,LastName200,customer200@gmail.com,,2021-03-14,,Y,9527.63
CUST000201,FirstName201,LastName201,customer.201@email.com,(555) 134-2693,2022-01-24,Premium,N,3274.8
CUST000202,FirstName202,LastName202,customer.202@email.com,+1-555-103-4810,2021-01-15,VIP,false,9072.5
CUST000203,FirstName203,LastName203,customer.203@email.com,+1-555-824-8812,2022-02-11,,1,5980.57
CUST000204,FirstName204,LastName204,customer204@gmail.com,555-654-1434,2020-02-09,VIP,0,4447.01
CUST000205,FirstName205,LastName205,customer205@email.com,5558252422,2020-12-23,Standard,True,110.76
CUST000206,FirstName206,LastName206,,555-908-4566,2022-08-13,,N,782.56
CUST000207,FirstName207,LastName207,,555-448-5694,2023-09-23,VIP,false,4322.66
CUST000208,FirstName208,LastName208,customer208@gmail.com,555-264-5790,2022-10-24,,0,490.57
CUST000209,FirstName209,LastName209,customer.209@email.com,555-459-7000,2021-11-11,,0,9543.31
CUST000210,FirstName210,LastName210,customer210@gmail.com,5553009505,2021-05-16,VIP,1,3809.5
CUST000211,FirstName211,LastName211,,+1-555-875-9731,2022-12-27,Basic,0,5463.3
CUST000212,FirstName212,LastName212,customer.212@email.com,5552704889,2023-06-13,Standard,Y,5374.3
CUST000213,FirstName213,LastName213,customer213@gmail.com,,2022-10-12,Premium,N,1666.21
CUST000214,FirstName214,LastName214,,+1-555-964-5654,2021-01-14,Basic,true,1854.0
CUST000215,FirstName215,LastName215,customer215@gmail.com,+1-555-615-5919,2023-03-13,,N,5151.25
CUST000216,FirstName216,LastName216,customer.216@email.com,5559093197,2021-10-14,,false,2329.75
CUST000217,FirstName217,LastName217,customer.217@email.com,,2021-12-25,,False,6708.65
CUST000218,FirstName218,LastName218,,+1-555-840-7192,2020-09-09,VIP,N,5735.04
CUST000219,FirstName219,LastName219,Customer219@Email.com,555-909-3785,2021-07-22,Basic,1,1688.7
CUST000220,FirstName220,LastName220,Customer220@Email.com,(555) 101-9035,2020-08-11,Premium,false,7729.35
CUST000221,FirstName221,LastName221,customer.221@email.com,,2021-09-10,Basic,false,7466.11
CUST000222,FirstName222,LastName222,customer222@gmail.com,,2021-06-10,,false,167.6
CUST000223,FirstName223,LastName223,,,2022-12-25,Standard,1,7188.4
CUST000224,FirstName224,LastName224,customer224@email.com,,2023-02-05,Premium,False,801.21
CUST000225,FirstName225,LastName225,,555-175-9836,2023-10-21,,1,6613.71
CUST000226,FirstName226,LastName226,customer226@gmail.com,,2020-08-02,Basic,False,6192.48
CUST000227,FirstName227,LastName227,Customer227@Email.com,,2022-08-25,Standard,0,4551.71
CUST000228,FirstName228,LastName228,customer228@gmail.com,5555413973,2023-06-19,Basic,False,1670.01
CUST000229,FirstName229,LastName229,Customer229@Email.com,+1-555-556-9810,2023-07-16,Basic,Y,2452.32
CUST000230,FirstName230,LastName230,,,2022-03-01,,1,9568.22
CUST000231,FirstName231,LastName231,,5559757512,2022-04-15,Premium,0,4606.8
CUST000232,FirstName232,LastName232,,(555) 756-3538,2023-04-08,Premium,True,5856.47
CUST000233,FirstName233,LastName233,Customer233@Email.com,5553277400,2022-05-19,Basic,True,6169.99
CUST000234,FirstName234,LastName234,,,2022-09-20,Premium,0,1024.49
CUST000235,FirstName235,LastName235,customer235@gmail.com,(555) 405-3938,2023-03-18,Standard,0,1265.63
CUST000236,FirstName236,LastName236,customer236@gmail.com,+1-555-875-6634,2021-04-11,VIP,Y,5824.95
CUST000237,FirstName237,LastName237,Customer237@Email.com,,2022-12-26,Basic,false,4424.22
CUST000238,FirstName238,LastName238,customer.238@email.com,,2021-05-17,,False,3657.77
CUST000239,FirstName239,LastName239,,555-267-8605,2021-12-24,Standard,False,116.08
CUST000240,FirstName240,LastName240,customer.240@email.com,(555) 563-5426,2023-05-03,Basic,True,5656.76
CUST000241,FirstName241,LastName241,,555-433-2124,2020-09-27,Standard,true,2311.68
CUST000242,FirstName242,LastName242,,,2023-04-29,,Y,9419.05
CUST000243,FirstName243,LastName243,,,2020-06-20,,N,796.76
CUST000244,FirstName244,LastName244,Customer244@Email.com,555-424-7555,2022-11-05,Standard,False,8985.16
CUST000245,FirstName245,LastName245,,+1-555-874-8640,2023-04-30,Basic,N,7954.76
CUST000246,FirstName246,LastName246,,5557132201,2023-06-02,,1,7305.12
CUST000247,FirstName247,LastName247,,555-788-3328,2022-02-06,,False,8345.17
CUST000248,FirstName248,LastName248,customer.248@email.com,+1-555-131-2673,2022-03-13,Basic,N,4443.57
CUST000249,FirstName249,LastName249,customer249@gmail.com,+1-555-877-3104,2022-03-09,Basic,N,1910.41
CUST000250,FirstName250,LastName250,,5555006854,2020-02-13,,N,5173.98
CUST000251,FirstName251,LastName251,Customer251@Email.com,(555) 328-4988,2020-01-17,Basic,1,724.07
CUST000252,FirstName252,LastName252,,5551039986,2021-05-27,,N,5584.68
CUST000253,FirstName253,LastName253,customer253@email.com,+1-555-505-4184,2020-01-14,,False,6636.06
CUST000254,FirstName254,LastName254,customer254@gmail.com,555-152-5952,2023-10-12,,False,4180.1
CUST000255,FirstName255,LastName255,Customer255@Email.com,5555821995,2021-08-12,,1,5349.79
CUST000256,FirstName256,LastName256,customer256@gmail.com,555-645-2463,2021-06-28,VIP,false,4722.65
CUST000257,FirstName257,LastName257,customer257@email.com,555-869-6107,2022-06-30,Standard,0,5674.63
CUST000258,FirstName258,LastName258,customer258@email.com,+1-555-684-6723,2023-04-14,,1,911.6
CUST000259,FirstName259,LastName259,customer259@email.com,555-399-4064,2022-06-19,Basic,Y,1205.0
CUST000260,FirstName260,LastName260,customer260@email.com,+1-555-779-6620,2021-06-05,Standard,Y,50.97
CUST000261,FirstName261,LastName261,customer.261@email.com,,2023-06-07,Premium,False,560.69
CUST000262,FirstName262,LastName262,Customer262@Email.com,(555) 773-4348,2022-09-29,Premium,False,1986.04
CUST000263,FirstName263,LastName263,,+1-555-194-7457,2020-03-15,,False,2644.55
CUST000264,FirstName264,LastName264,,,2023-08-03,Basic,false,8802.09
CUST000265,FirstName265,LastName265,,,2022-08-23,Basic,Y,6075.97
CUST000266,FirstName266,LastName266,,555-875-8129,2020-08-13,Standard,true,9174.65
CUST000267,FirstName267,LastName267,,+1-555-728-2102,2022-07-11,,True,8142.42
CUST000268,FirstName268,LastName268,customer.268@email.com,(555) 208-3906,2020-01-11,VIP,false,4053.69
CUST000269,FirstName269,LastName269,customer269@gmail.com,,2021-12-19,Standard,True,3584.57
CUST000270,FirstName270,LastName270,customer270@email.com,,2023-02-23,Standard,false,2496.72
CUST000271,FirstName271,LastName271,Customer271@Email.com,,2022-06-01,Basic,N,4954.02
CUST000272,FirstName272,LastName272,,+1-555-912-9169,2023-04-28,Standard,Y,2899.64
CUST000273,FirstName273,LastName273,customer.273@email.com,5554006041,2021-02-28,Standard,True,3747.34
CUST000274,FirstName274,LastName274,customer274@gmail.com,555-598-6495,2020-06-10,Premium,False,9285.17
CUST000275,FirstName275,LastName275,customer.275@email.com,+1-555-145-5108,2021-04-14,Standard,1,9158.15
CUST000276,FirstName276,LastName276,customer.276@email.com,(555) 608-5881,2022-09-19,Basic,N,4205.27
CUST000277,FirstName277,LastName277,customer277@gmail.com,(555) 501-9128,2020-09-30,Premium,False,7743.55
CUST000278,FirstName278,LastName278,,,2021-11-29,Premium,True,4375.6
CUST000279,FirstName279,LastName279,customer279@gmail.com,,2020-12-18,VIP,N,4247.24
CUST000280,FirstName280,LastName280,,5551027943,2020-03-27,,0,3804.05
CUST000281,FirstName281,LastName281,,,2023-01-06,,false,1959.67
CUST000282,FirstName282,LastName282,customer.282@email.com,+1-555-622-9748,2022-03-10,Premium,Y,1142.32
CUST000283,FirstName283,LastName283,,,2023-06-28,,True,3206.69
CUST000284,FirstName284,LastName284,Customer284@Email.com,(555) 267-2141,2021-12-18,Basic,Y,9149.34
CUST000285,FirstName285,LastName285,customer.285@email.com,+1-555-649-1438,2020-10-10,Standard,Y,3128.26
CUST000286,FirstName286,LastName286,,+1-555-681-4505,2020-06-23,Premium,1,3001.08
CUST000287,FirstName287,LastName287,customer.287@email.com,5553619385,2021-04-16,Premium,1,3847.0
CUST000288,FirstName288,LastName288,,,2021-04-29,Basic,true,4269.97
CUST000289,FirstName289,LastName289,customer289@gmail.com,555-105-8920,2022-08-06,Basic,False,9009.21
CUST000290,FirstName290,LastName290,,,2023-01-18,Standard,N,4559.66
CUST000291,FirstName291,LastName291,Customer291@Email.com,555-669-7575,2022-12-26,,false,6573.83
CUST000292,FirstName292,LastName292,customer.292@email.com,(555) 599-6088,2022-11-17,Basic,0,1552.67
CUST000293,FirstName293,LastName293,customer293@email.com,555-115-6351,2022-02-11,,false,1235.8
CUST000294,FirstName294,LastName294,customer294@gmail.com,+1-555-973-7512,2023-02-23,,True,7070.56
CUST000295,FirstName295,LastName295,customer295@email.com,555-354-1332,2021-01-27,Standard,0,3936.2
CUST000296,FirstName296,LastName296,customer296@gmail.com,5551203863,2020-04-17,Standard,1,2202.42
CUST000297,FirstName297,LastName297,,5557476579,2021-03-15,Basic,false,2014.49
CUST000298,FirstName298,LastName298,Customer298@Email.com,5555948234,2021-10-08,Standard,0,1709.6
CUST000299,FirstName299,LastName299,customer.299@email.com,(555) 459-4598,2021-02-26,,N,3777.28
CUST000300,FirstName300,LastName300,,,2022-07-25,Basic,N,2060.61
CUST000301,FirstName301,LastName301,customer301@email.com,,2020-10-31,VIP,False,5399.76
CUST000302,FirstName302,LastName302,customer302@gmail.com,5551248803,2023-04-07,VIP,true,6698.01
